Date,Name,Role,Projects_Finished,Real_Time_Projects,Internship,Educational_Background,Applied Jobs,Getting Interview call,Placement_Statistics (%),Rejection_Reasons,City
2/25/2024,Candidate_1261,Python Fullstack Developer,13,Yes,Yes,B.Tech,146,61.73,70.82,No experience,Chennai
1/23/2024,Candidate_1262,Data Analyst,11,Yes,Yes,M.Tech,218,72.98,88.14,Lack of skills,Hyderabad
2/7/2024,Candidate_1263,Data Analyst,1,No,Yes,B.Tech,170,59.81,62.07,Lack of skills,Bangalore
11/25/2024,Candidate_1264,Data Analyst,7,Yes,Yes,M.Tech,278,72.07,45.5,No experience,Bangalore
5/5/2024,Candidate_1265,Python Fullstack Developer,7,Yes,No,M.Tech,244,65.33,71.75,Lack of skills,Bangalore
9/18/2024,Candidate_1266,Python Fullstack Developer,7,Yes,Yes,BCA,199,43.41,72.5,Lack of skills,Bangalore
7/3/2024,Candidate_1267,Data Analyst,9,Yes,No,B.Tech,237,63.66,46.87,Lack of skills,Bangalore
3/4/2024,Candidate_1268,Python Fullstack Developer,2,No,No,M.Tech,267,39.91,74.8,Communication issues,Bangalore
3/31/2024,Candidate_1269,Python Fullstack Developer,2,No,Yes,MCA,285,47.4,51.14,Communication issues,Hyderabad
6/9/2024,Candidate_1270,Python Fullstack Developer,9,Yes,Yes,B.Tech,112,22.3,50.29,Communication issues,Chennai
6/9/2024,Candidate_1271,Python Fullstack Developer,3,No,Yes,M.Tech,164,60.38,74.74,Lack of skills,Chennai
7/10/2024,Candidate_1272,AI/ML Engineer,10,Yes,No,B.Tech,249,30.08,69.68,No experience,Bangalore
2/28/2024,Candidate_1273,Python Fullstack Developer,5,Yes,No,BCA,130,73.99,75.95,Lack of skills,Chennai
5/16/2024,Candidate_1274,AI/ML Engineer,0,No,No,B.Tech,278,30.55,48.96,Lack of skills,Bangalore
4/13/2024,Candidate_1275,Data Analyst,10,Yes,Yes,MCA,232,64.79,57.49,Lack of skills,Hyderabad
5/29/2024,Candidate_1276,QA Engineer,1,No,Yes,B.Tech,225,71.15,48.08,Lack of skills,Chennai
5/3/2024,Candidate_1277,Data Analyst,14,Yes,Yes,B.Tech,144,36.1,48.06,Communication issues,Hyderabad
8/6/2024,Candidate_1278,AI/ML Engineer,13,Yes,Yes,MCA,215,30.95,60.68,No experience,Chennai
10/15/2024,Candidate_1279,Data Analyst,13,Yes,No,B.Tech,175,51.42,50.32,Lack of skills,Bangalore
8/24/2024,Candidate_1280,Data Analyst,8,Yes,Yes,B.Tech,141,47.64,54.99,Communication issues,Bangalore
1/25/2024,Candidate_1281,AI/ML Engineer,0,No,No,B.Tech,110,43.64,89.37,High competition,Chennai
2/4/2024,Candidate_1282,Python Fullstack Developer,15,Yes,Yes,B.Tech,174,28.42,82.67,No experience,Bangalore
9/5/2024,Candidate_1283,Data Analyst,0,No,No,M.Tech,253,69.59,70.7,Communication issues,Bangalore
4/13/2024,Candidate_1284,Python Fullstack Developer,10,Yes,Yes,B.Tech,184,56.68,85.81,High competition,Bangalore
9/21/2024,Candidate_1285,Python Fullstack Developer,12,Yes,Yes,M.Tech,209,31.14,71.04,No experience,Chennai
8/28/2024,Candidate_1286,Python Fullstack Developer,12,Yes,Yes,B.Tech,128,34.8,67.98,No experience,Bangalore
11/27/2024,Candidate_1287,Data Analyst,10,Yes,Yes,B.Tech,275,77.1,68.5,Lack of skills,Hyderabad
11/15/2024,Candidate_1288,Data Analyst,3,No,Yes,B.Tech,139,61.01,56.77,Communication issues,Bangalore
5/2/2024,Candidate_1289,AI/ML Engineer,15,Yes,No,B.Tech,119,64.36,59.67,Communication issues,Chennai
8/1/2024,Candidate_1290,Python Fullstack Developer,3,No,No,M.Tech,150,70.8,86.13,No experience,Chennai
2/21/2024,Candidate_1291,QA Engineer,6,Yes,Yes,MCA,223,67.37,60.7,Lack of skills,Hyderabad
5/8/2024,Candidate_1292,Data Analyst,10,Yes,No,MCA,224,69.82,61.73,High competition,Bangalore
12/20/2024,Candidate_1293,Python Fullstack Developer,15,Yes,Yes,MCA,163,33.33,54.93,Communication issues,Hyderabad
9/12/2024,Candidate_1294,QA Engineer,10,Yes,No,BCA,101,76.44,56.52,Lack of skills,Bangalore
5/23/2024,Candidate_1295,AI/ML Engineer,5,Yes,No,B.Tech,199,52.77,53.09,Lack of skills,Chennai
8/5/2024,Candidate_1296,AI/ML Engineer,9,Yes,No,MCA,298,74.09,85.06,Lack of skills,Hyderabad
12/9/2024,Candidate_1297,Data Analyst,11,Yes,Yes,B.Tech,290,54.36,86.17,No experience,Chennai
4/23/2024,Candidate_1298,QA Engineer,13,Yes,No,MCA,267,26.19,77.27,No experience,Hyderabad
5/17/2024,Candidate_1299,Python Fullstack Developer,6,Yes,No,M.Tech,145,44.29,55.37,Communication issues,Bangalore
10/16/2024,Candidate_1300,Python Fullstack Developer,15,Yes,No,B.Tech,297,35.64,52.87,No experience,Bangalore
10/24/2024,Candidate_1301,Data Analyst,2,No,No,M.Tech,196,61.07,43.65,No experience,Hyderabad
9/2/2024,Candidate_1302,Data Analyst,6,Yes,Yes,B.Tech,111,74.96,84.83,Lack of skills,Bangalore
10/30/2024,Candidate_1303,Python Fullstack Developer,9,Yes,Yes,B.Tech,177,31.2,70.6,Communication issues,Bangalore
9/27/2024,Candidate_1304,Python Fullstack Developer,8,Yes,No,MCA,146,65.69,59.78,No experience,Hyderabad
9/7/2024,Candidate_1305,QA Engineer,1,No,No,BCA,157,63.35,86.4,Lack of skills,Hyderabad
7/11/2024,Candidate_1306,Data Analyst,9,Yes,No,MCA,187,75.93,69.45,Lack of skills,Bangalore
8/24/2024,Candidate_1307,AI/ML Engineer,12,Yes,Yes,M.Tech,274,30.67,77.65,Lack of skills,Bangalore
6/3/2024,Candidate_1308,QA Engineer,7,Yes,Yes,MCA,249,76.7,52.12,Communication issues,Bangalore
5/12/2024,Candidate_1309,Data Analyst,2,No,Yes,M.Tech,226,43.34,75.28,Lack of skills,Chennai
5/12/2024,Candidate_1310,Python Fullstack Developer,3,No,No,BCA,158,78.12,82.89,Communication issues,Bangalore
3/6/2024,Candidate_1311,Python Fullstack Developer,10,Yes,Yes,MCA,282,30.31,53.79,High competition,Bangalore
3/19/2024,Candidate_1312,Python Fullstack Developer,8,Yes,No,B.Tech,213,76.76,62.54,Lack of skills,Hyderabad
12/12/2024,Candidate_1313,Data Analyst,2,No,Yes,MCA,279,33.3,51.32,Lack of skills,Bangalore
6/26/2024,Candidate_1314,Data Analyst,15,Yes,Yes,B.Tech,129,61.68,84.05,Lack of skills,Chennai
3/23/2024,Candidate_1315,DevOps Engineer,13,Yes,No,MCA,125,40.6,83.85,Communication issues,Chennai
2/20/2024,Candidate_1316,Data Analyst,6,Yes,Yes,MCA,142,56.48,53.19,No experience,Bangalore
1/29/2024,Candidate_1317,Data Analyst,11,Yes,No,MCA,135,61.19,66.29,Lack of skills,Hyderabad
11/5/2024,Candidate_1318,AI/ML Engineer,2,No,Yes,B.Tech,133,26.13,73.8,Lack of skills,Chennai
2/7/2024,Candidate_1319,DevOps Engineer,9,Yes,Yes,B.Tech,289,71.63,72.87,Lack of skills,Chennai
10/9/2024,Candidate_1320,DevOps Engineer,9,Yes,Yes,BCA,254,76.37,68.07,Communication issues,Bangalore
11/1/2024,Candidate_1321,QA Engineer,13,Yes,Yes,M.Tech,244,26.37,47.31,Lack of skills,Bangalore
11/19/2024,Candidate_1322,QA Engineer,10,Yes,Yes,B.Tech,106,62.64,42.39,Lack of skills,Bangalore
1/14/2024,Candidate_1323,Python Fullstack Developer,6,Yes,Yes,MCA,212,42.15,56.41,Lack of skills,Chennai
5/3/2024,Candidate_1324,Python Fullstack Developer,13,Yes,Yes,B.Tech,227,21.54,61.01,Lack of skills,Chennai
10/7/2024,Candidate_1325,Data Analyst,12,Yes,No,MCA,193,58.75,70.27,No experience,Hyderabad
2/17/2024,Candidate_1326,Data Analyst,8,Yes,No,MCA,278,51.14,63.85,Lack of skills,Chennai
5/17/2024,Candidate_1327,Data Analyst,14,Yes,No,M.Tech,210,77.38,86.76,Lack of skills,Chennai
2/29/2024,Candidate_1328,AI/ML Engineer,5,Yes,No,MCA,105,76.97,89.42,No experience,Chennai
10/31/2024,Candidate_1329,Python Fullstack Developer,0,No,No,MCA,281,53.52,73.45,Lack of skills,Chennai
10/9/2024,Candidate_1330,Data Analyst,5,Yes,Yes,B.Tech,234,20.94,66.66,No experience,Chennai
10/23/2024,Candidate_1331,Data Analyst,15,Yes,No,M.Tech,277,39.23,78.53,Lack of skills,Hyderabad
3/1/2024,Candidate_1332,Python Fullstack Developer,6,Yes,Yes,B.Tech,194,49.27,66.12,Lack of skills,Chennai
6/9/2024,Candidate_1333,Data Analyst,14,Yes,No,B.Tech,262,60.81,82.91,Lack of skills,Bangalore
5/30/2024,Candidate_1334,Python Fullstack Developer,8,Yes,Yes,B.Tech,239,69.49,53.48,High competition,Chennai
9/4/2024,Candidate_1335,QA Engineer,13,Yes,Yes,B.Tech,127,33.45,52.46,High competition,Chennai
3/27/2024,Candidate_1336,Data Analyst,1,No,Yes,B.Tech,207,31.65,45.18,Lack of skills,Bangalore
6/11/2024,Candidate_1337,Python Fullstack Developer,6,Yes,Yes,M.Tech,221,57.69,40.4,No experience,Hyderabad
4/14/2024,Candidate_1338,Python Fullstack Developer,11,Yes,No,B.Tech,108,27.2,84.71,Lack of skills,Chennai
9/30/2024,Candidate_1339,Data Analyst,14,Yes,Yes,MCA,171,60.53,68.55,Lack of skills,Hyderabad
6/13/2024,Candidate_1340,Python Fullstack Developer,4,Yes,Yes,MCA,211,50.74,46.45,No experience,Bangalore
7/14/2024,Candidate_1341,Python Fullstack Developer,7,Yes,Yes,MCA,242,54.62,74.56,High competition,Bangalore
4/23/2024,Candidate_1342,Data Analyst,4,Yes,Yes,B.Tech,279,75.58,45.76,Communication issues,Chennai
10/22/2024,Candidate_1343,Data Analyst,9,Yes,Yes,M.Tech,208,26.79,63.94,Communication issues,Chennai
6/20/2024,Candidate_1344,Python Fullstack Developer,13,Yes,Yes,B.Tech,117,48.87,42.17,Lack of skills,Hyderabad
11/1/2024,Candidate_1345,Data Analyst,13,Yes,Yes,B.Tech,116,49.05,56.34,High competition,Hyderabad
5/14/2024,Candidate_1346,Data Analyst,10,Yes,No,B.Tech,122,22.81,84.96,Communication issues,Bangalore
12/12/2024,Candidate_1347,Data Analyst,2,No,No,B.Tech,167,51.29,65.93,Lack of skills,Bangalore
12/26/2024,Candidate_1348,AI/ML Engineer,6,Yes,No,B.Tech,270,62.28,49.64,Lack of skills,Bangalore
6/17/2024,Candidate_1349,Python Fullstack Developer,13,Yes,Yes,B.Tech,191,54.92,71.51,No experience,Chennai
4/13/2024,Candidate_1350,DevOps Engineer,8,Yes,No,M.Tech,221,36.15,79.22,High competition,Chennai
5/19/2024,Candidate_1351,Data Analyst,9,Yes,Yes,B.Tech,202,22.26,58.53,Lack of skills,Bangalore
7/12/2024,Candidate_1352,AI/ML Engineer,5,Yes,Yes,MCA,229,70.31,63.63,No experience,Chennai
12/19/2024,Candidate_1353,DevOps Engineer,8,Yes,Yes,M.Tech,162,32.61,69.28,Lack of skills,Bangalore
10/25/2024,Candidate_1354,Python Fullstack Developer,7,Yes,Yes,MCA,135,38.45,82.96,Lack of skills,Hyderabad
10/20/2024,Candidate_1355,Data Analyst,12,Yes,No,B.Tech,130,39.51,46.28,Lack of skills,Bangalore
2/20/2024,Candidate_1356,Data Analyst,7,Yes,No,MCA,106,47.22,52.22,Lack of skills,Chennai
4/1/2024,Candidate_1357,Python Fullstack Developer,3,No,No,M.Tech,141,39.61,42.15,Communication issues,Chennai
8/22/2024,Candidate_1358,Data Analyst,4,Yes,No,B.Tech,122,39.67,53.91,No experience,Hyderabad
11/15/2024,Candidate_1359,Python Fullstack Developer,6,Yes,No,MCA,246,26.43,61.64,Communication issues,Chennai
7/21/2024,Candidate_1360,DevOps Engineer,0,No,No,M.Tech,147,63.74,55.22,No experience,Chennai
2/7/2024,Candidate_1361,DevOps Engineer,7,Yes,Yes,B.Tech,270,41.97,86.45,Lack of skills,Hyderabad
11/5/2024,Candidate_1362,Data Analyst,9,Yes,Yes,MCA,150,73.17,47.42,Communication issues,Bangalore
11/7/2024,Candidate_1363,Python Fullstack Developer,14,Yes,Yes,B.Tech,214,69.05,70.55,Lack of skills,Chennai
4/14/2024,Candidate_1364,Data Analyst,15,Yes,No,M.Tech,268,48.55,68.33,No experience,Bangalore
10/6/2024,Candidate_1365,DevOps Engineer,13,Yes,No,MCA,239,70.75,81.15,Lack of skills,Hyderabad
4/9/2024,Candidate_1366,Data Analyst,13,Yes,No,B.Tech,195,51.47,47.07,High competition,Bangalore
11/27/2024,Candidate_1367,Data Analyst,1,No,Yes,B.Tech,242,34.29,76.86,No experience,Chennai
2/23/2024,Candidate_1368,Data Analyst,6,Yes,Yes,MCA,167,45.58,57.79,Lack of skills,Chennai
6/9/2024,Candidate_1369,Python Fullstack Developer,5,Yes,No,M.Tech,222,71.09,46.82,Lack of skills,Chennai
12/12/2024,Candidate_1370,Data Analyst,8,Yes,Yes,B.Tech,117,22.75,45.74,No experience,Hyderabad
3/22/2024,Candidate_1371,Python Fullstack Developer,4,Yes,Yes,B.Tech,268,77.59,76.69,Lack of skills,Bangalore
6/14/2024,Candidate_1372,Python Fullstack Developer,0,No,Yes,B.Tech,147,35.95,63.07,Lack of skills,Hyderabad
5/7/2024,Candidate_1373,Python Fullstack Developer,8,Yes,No,M.Tech,249,70.8,82.92,Lack of skills,Chennai
1/10/2024,Candidate_1374,QA Engineer,8,Yes,Yes,MCA,205,61.83,83.22,Lack of skills,Hyderabad
1/20/2024,Candidate_1375,Python Fullstack Developer,5,Yes,Yes,M.Tech,129,58.6,66.44,Communication issues,Chennai
7/2/2024,Candidate_1376,Python Fullstack Developer,1,No,Yes,B.Tech,243,26.55,69.75,Lack of skills,Bangalore
3/27/2024,Candidate_1377,QA Engineer,15,Yes,No,BCA,110,77.02,49.52,High competition,Bangalore
12/29/2024,Candidate_1378,Python Fullstack Developer,0,No,No,BCA,159,67.55,69.12,Lack of skills,Bangalore
5/17/2024,Candidate_1379,AI/ML Engineer,1,No,No,M.Tech,151,22.11,71.4,Lack of skills,Bangalore
1/11/2024,Candidate_1380,Data Analyst,2,No,Yes,M.Tech,137,41.23,81.98,No experience,Bangalore
12/6/2024,Candidate_1381,Data Analyst,10,Yes,No,M.Tech,176,47.4,88.19,Communication issues,Chennai
11/3/2024,Candidate_1382,AI/ML Engineer,9,Yes,No,M.Tech,134,56.94,67.77,No experience,Bangalore
8/25/2024,Candidate_1383,AI/ML Engineer,2,No,Yes,B.Tech,291,76.88,61.51,No experience,Chennai
10/16/2024,Candidate_1384,Data Analyst,13,Yes,No,BCA,279,27.32,80.31,No experience,Bangalore
2/20/2024,Candidate_1385,Python Fullstack Developer,11,Yes,No,M.Tech,200,55.5,86.13,High competition,Hyderabad
4/14/2024,Candidate_1386,Python Fullstack Developer,2,No,Yes,MCA,102,48.37,70.47,Lack of skills,Bangalore
10/30/2024,Candidate_1387,Data Analyst,12,Yes,No,B.Tech,195,23.61,87.22,Communication issues,Hyderabad
9/11/2024,Candidate_1388,Python Fullstack Developer,4,Yes,Yes,B.Tech,115,63.95,53.05,Lack of skills,Chennai
2/20/2024,Candidate_1389,Python Fullstack Developer,7,Yes,Yes,B.Tech,230,27.9,58.02,Lack of skills,Chennai
9/15/2024,Candidate_1390,DevOps Engineer,3,No,No,M.Tech,103,48.68,54.92,Lack of skills,Chennai
6/13/2024,Candidate_1391,DevOps Engineer,3,No,No,B.Tech,128,36.3,52.97,No experience,Bangalore
1/2/2024,Candidate_1392,Python Fullstack Developer,8,Yes,No,B.Tech,234,27.79,56.36,Lack of skills,Bangalore
1/29/2024,Candidate_1393,Data Analyst,15,Yes,No,B.Tech,270,70.68,59.39,Lack of skills,Chennai
4/3/2024,Candidate_1394,Python Fullstack Developer,2,No,Yes,B.Tech,168,51.61,44.23,No experience,Bangalore
11/1/2024,Candidate_1395,Python Fullstack Developer,7,Yes,Yes,M.Tech,249,71.39,51.14,Lack of skills,Bangalore
7/19/2024,Candidate_1396,Data Analyst,3,No,Yes,MCA,235,40.9,67.1,Lack of skills,Bangalore
9/23/2024,Candidate_1397,QA Engineer,10,Yes,Yes,B.Tech,102,29.77,58.55,Lack of skills,Bangalore
7/12/2024,Candidate_1398,Python Fullstack Developer,10,Yes,No,B.Tech,177,28.21,84.25,No experience,Chennai
2/10/2024,Candidate_1399,QA Engineer,12,Yes,Yes,B.Tech,135,39.85,54.83,No experience,Bangalore
4/15/2024,Candidate_1400,AI/ML Engineer,7,Yes,Yes,M.Tech,181,68.55,49.18,High competition,Bangalore
4/20/2024,Candidate_1401,Python Fullstack Developer,13,Yes,Yes,M.Tech,162,68.56,81.44,Communication issues,Bangalore
1/18/2024,Candidate_1402,Data Analyst,6,Yes,Yes,B.Tech,222,45.69,47.88,No experience,Bangalore
6/2/2024,Candidate_1403,Data Analyst,4,Yes,No,MCA,154,23.5,73.54,No experience,Hyderabad
10/17/2024,Candidate_1404,Python Fullstack Developer,3,No,Yes,MCA,148,39.47,46.79,Lack of skills,Bangalore
6/16/2024,Candidate_1405,Data Analyst,5,Yes,No,MCA,269,66.38,82.9,Lack of skills,Bangalore
2/10/2024,Candidate_1406,Data Analyst,6,Yes,No,MCA,221,50.39,49.75,Lack of skills,Chennai
11/27/2024,Candidate_1407,Data Analyst,8,Yes,Yes,MCA,222,67.54,62.88,Communication issues,Bangalore
8/6/2024,Candidate_1408,Data Analyst,14,Yes,Yes,B.Tech,222,46.99,49.16,Lack of skills,Chennai
1/7/2024,Candidate_1409,QA Engineer,13,Yes,No,B.Tech,154,46.53,60.33,Lack of skills,Hyderabad
7/7/2024,Candidate_1410,Data Analyst,8,Yes,No,M.Tech,125,37.92,72.8,Lack of skills,Chennai
3/29/2024,Candidate_1411,Python Fullstack Developer,1,No,No,BCA,144,30.06,40.94,Communication issues,Bangalore
2/22/2024,Candidate_1412,Python Fullstack Developer,15,Yes,Yes,M.Tech,199,49.56,51.6,Lack of skills,Chennai
6/6/2024,Candidate_1413,Data Analyst,11,Yes,Yes,B.Tech,241,40.27,62.54,No experience,Bangalore
8/13/2024,Candidate_1414,QA Engineer,3,No,Yes,BCA,262,40.24,68.97,Lack of skills,Bangalore
3/29/2024,Candidate_1415,Data Analyst,10,Yes,No,MCA,260,64.45,65.22,Lack of skills,Hyderabad
6/1/2024,Candidate_1416,AI/ML Engineer,13,Yes,Yes,M.Tech,238,60.16,74.66,Communication issues,Bangalore
8/31/2024,Candidate_1417,Python Fullstack Developer,15,Yes,No,B.Tech,118,52.48,80.05,Communication issues,Chennai
2/1/2024,Candidate_1418,DevOps Engineer,7,Yes,Yes,MCA,137,40.37,59.81,No experience,Hyderabad
12/22/2024,Candidate_1419,DevOps Engineer,8,Yes,No,B.Tech,270,55.3,81.08,Lack of skills,Bangalore
1/25/2024,Candidate_1420,Data Analyst,4,Yes,No,M.Tech,132,77.87,81.56,Lack of skills,Hyderabad
7/11/2024,Candidate_1421,Python Fullstack Developer,11,Yes,Yes,B.Tech,230,67.8,41.63,No experience,Hyderabad
7/4/2024,Candidate_1422,Data Analyst,15,Yes,Yes,MCA,137,39.04,79.57,High competition,Bangalore
12/27/2024,Candidate_1423,Python Fullstack Developer,11,Yes,Yes,B.Tech,294,62.76,89.43,Lack of skills,Bangalore
7/21/2024,Candidate_1424,Data Analyst,9,Yes,No,BCA,117,56.82,72.56,Communication issues,Bangalore
5/22/2024,Candidate_1425,Python Fullstack Developer,0,No,Yes,MCA,222,30.67,75.54,Communication issues,Chennai
6/21/2024,Candidate_1426,DevOps Engineer,1,No,No,B.Tech,231,27.73,84.86,Lack of skills,Bangalore
8/20/2024,Candidate_1427,Python Fullstack Developer,1,No,Yes,MCA,118,77.48,68.45,Lack of skills,Chennai
12/25/2024,Candidate_1428,Data Analyst,7,Yes,Yes,B.Tech,244,74.63,54.03,Communication issues,Bangalore
4/2/2024,Candidate_1429,QA Engineer,8,Yes,Yes,BCA,142,78.06,77.66,Lack of skills,Bangalore
1/6/2024,Candidate_1430,Python Fullstack Developer,12,Yes,Yes,B.Tech,163,68.75,87.96,No experience,Bangalore
10/15/2024,Candidate_1431,Data Analyst,9,Yes,Yes,B.Tech,260,45.69,47.65,Lack of skills,Chennai
5/6/2024,Candidate_1432,DevOps Engineer,11,Yes,No,MCA,292,39.94,80.24,No experience,Bangalore
9/25/2024,Candidate_1433,Python Fullstack Developer,3,No,Yes,MCA,205,28.17,44.48,Lack of skills,Bangalore
8/17/2024,Candidate_1434,Python Fullstack Developer,7,Yes,No,BCA,260,71.06,73.13,No experience,Chennai
10/9/2024,Candidate_1435,Python Fullstack Developer,14,Yes,Yes,BCA,192,72.95,64.36,Communication issues,Chennai
9/26/2024,Candidate_1436,Python Fullstack Developer,12,Yes,Yes,B.Tech,157,22.57,84.46,Lack of skills,Bangalore
5/1/2024,Candidate_1437,Data Analyst,0,No,No,B.Tech,167,68.1,43.22,No experience,Hyderabad
1/17/2024,Candidate_1438,Data Analyst,12,Yes,No,B.Tech,204,42.35,53.17,High competition,Chennai
7/18/2024,Candidate_1439,Data Analyst,8,Yes,Yes,B.Tech,115,33.77,89.68,Lack of skills,Bangalore
10/24/2024,Candidate_1440,Python Fullstack Developer,9,Yes,No,MCA,292,58.84,55.1,Lack of skills,Chennai
3/5/2024,Candidate_1441,Data Analyst,2,No,Yes,B.Tech,210,33.93,82.07,No experience,Bangalore
10/12/2024,Candidate_1442,Data Analyst,7,Yes,No,B.Tech,110,77.51,42.92,Lack of skills,Chennai
6/19/2024,Candidate_1443,Data Analyst,9,Yes,Yes,MCA,182,27.87,51.42,Communication issues,Hyderabad
9/11/2024,Candidate_1444,AI/ML Engineer,6,Yes,Yes,B.Tech,299,72.64,79.7,No experience,Bangalore
8/19/2024,Candidate_1445,Data Analyst,5,Yes,Yes,MCA,201,72.99,81.74,High competition,Hyderabad
10/24/2024,Candidate_1446,Data Analyst,14,Yes,No,B.Tech,107,69.62,87.36,Lack of skills,Bangalore
1/24/2024,Candidate_1447,DevOps Engineer,10,Yes,No,B.Tech,149,67.96,48.17,Lack of skills,Chennai
10/11/2024,Candidate_1448,AI/ML Engineer,13,Yes,Yes,B.Tech,271,72.11,80.75,Lack of skills,Bangalore
6/16/2024,Candidate_1449,Python Fullstack Developer,1,No,Yes,B.Tech,285,24.15,70.48,Lack of skills,Hyderabad
4/17/2024,Candidate_1450,Python Fullstack Developer,8,Yes,Yes,B.Tech,195,20.33,54.02,No experience,Bangalore
1/17/2024,Candidate_1451,Data Analyst,2,No,Yes,M.Tech,200,40.4,59.54,Lack of skills,Bangalore
3/14/2024,Candidate_1452,Data Analyst,15,Yes,No,M.Tech,215,22.03,49.06,Communication issues,Bangalore
1/16/2024,Candidate_1453,DevOps Engineer,15,Yes,Yes,B.Tech,255,32.25,77.58,No experience,Chennai
12/7/2024,Candidate_1454,Data Analyst,13,Yes,No,B.Tech,157,57.98,76.49,Lack of skills,Bangalore
7/7/2024,Candidate_1455,Data Analyst,10,Yes,Yes,B.Tech,291,53.33,77.69,No experience,Bangalore
12/28/2024,Candidate_1456,Python Fullstack Developer,13,Yes,No,BCA,132,30.93,77.94,Lack of skills,Chennai
7/17/2024,Candidate_1457,Data Analyst,3,No,Yes,MCA,222,26.02,49.95,No experience,Bangalore
4/2/2024,Candidate_1458,Python Fullstack Developer,5,Yes,Yes,B.Tech,257,38.2,46.67,Lack of skills,Bangalore
10/2/2024,Candidate_1459,Data Analyst,8,Yes,No,M.Tech,230,71.07,89.7,Communication issues,Bangalore
3/10/2024,Candidate_1460,Python Fullstack Developer,2,No,Yes,M.Tech,204,51.49,71.18,No experience,Bangalore
5/10/2024,Candidate_1461,Data Analyst,11,Yes,Yes,M.Tech,265,42.98,51.69,Communication issues,Chennai
10/12/2024,Candidate_1462,Data Analyst,13,Yes,Yes,MCA,293,55.19,46.81,Lack of skills,Chennai
11/12/2024,Candidate_1463,Data Analyst,10,Yes,No,BCA,262,79.71,46.72,No experience,Bangalore
5/1/2024,Candidate_1464,QA Engineer,14,Yes,No,B.Tech,140,49.44,60.06,High competition,Chennai
2/15/2024,Candidate_1465,Python Fullstack Developer,0,No,Yes,B.Tech,161,49.98,89.58,No experience,Bangalore
5/14/2024,Candidate_1466,Python Fullstack Developer,1,No,Yes,B.Tech,253,71.02,50.78,Lack of skills,Bangalore
11/21/2024,Candidate_1467,Data Analyst,5,Yes,Yes,M.Tech,233,79.43,83.89,No experience,Chennai
9/29/2024,Candidate_1468,AI/ML Engineer,14,Yes,No,B.Tech,173,33.33,51.49,Lack of skills,Chennai
11/23/2024,Candidate_1469,Python Fullstack Developer,4,Yes,No,B.Tech,227,46.94,50.97,Lack of skills,Chennai
5/21/2024,Candidate_1470,Data Analyst,0,No,No,B.Tech,297,58.24,52.68,No experience,Bangalore
12/22/2024,Candidate_1471,Data Analyst,12,Yes,Yes,M.Tech,119,46.46,63.42,No experience,Chennai
6/30/2024,Candidate_1472,Python Fullstack Developer,6,Yes,No,B.Tech,210,76.97,43.39,No experience,Bangalore
7/1/2024,Candidate_1473,QA Engineer,9,Yes,Yes,M.Tech,253,58.59,74.61,Communication issues,Bangalore
12/4/2024,Candidate_1474,DevOps Engineer,10,Yes,No,B.Tech,107,28.98,73.52,Communication issues,Chennai
7/9/2024,Candidate_1475,Data Analyst,2,No,Yes,M.Tech,206,20.38,61.39,Lack of skills,Chennai
10/20/2024,Candidate_1476,DevOps Engineer,3,No,Yes,M.Tech,116,41.98,62.81,No experience,Bangalore
9/23/2024,Candidate_1477,Python Fullstack Developer,5,Yes,Yes,M.Tech,243,50.92,86.64,No experience,Bangalore
1/29/2024,Candidate_1478,AI/ML Engineer,7,Yes,Yes,B.Tech,121,64.32,40.54,No experience,Bangalore
8/8/2024,Candidate_1479,DevOps Engineer,4,Yes,Yes,MCA,280,30.06,82.8,Lack of skills,Hyderabad
10/27/2024,Candidate_1480,Data Analyst,13,Yes,Yes,B.Tech,298,42.13,47.1,Lack of skills,Chennai
7/18/2024,Candidate_1481,Python Fullstack Developer,10,Yes,Yes,B.Tech,137,32.55,63.92,No experience,Bangalore
4/27/2024,Candidate_1482,Data Analyst,14,Yes,Yes,MCA,297,77.52,70.5,Communication issues,Hyderabad
1/30/2024,Candidate_1483,AI/ML Engineer,15,Yes,No,M.Tech,264,51.55,77.55,High competition,Hyderabad
8/29/2024,Candidate_1484,Data Analyst,4,Yes,Yes,B.Tech,110,68.32,55.76,Lack of skills,Bangalore
4/22/2024,Candidate_1485,Python Fullstack Developer,8,Yes,Yes,B.Tech,194,30.37,84.93,No experience,Bangalore
8/8/2024,Candidate_1486,Python Fullstack Developer,5,Yes,Yes,MCA,171,52.6,42.83,Communication issues,Chennai
6/4/2024,Candidate_1487,Data Analyst,10,Yes,Yes,M.Tech,200,68.98,53.9,Lack of skills,Chennai
9/9/2024,Candidate_1488,Data Analyst,9,Yes,Yes,B.Tech,171,64.22,58.51,Lack of skills,Bangalore
5/8/2024,Candidate_1489,Data Analyst,6,Yes,Yes,MCA,218,31.43,42.8,No experience,Chennai
1/16/2024,Candidate_1490,Data Analyst,2,No,No,B.Tech,266,23.77,87.08,No experience,Bangalore
11/14/2024,Candidate_1491,DevOps Engineer,13,Yes,Yes,M.Tech,187,32.01,48.65,Lack of skills,Bangalore
5/9/2024,Candidate_1492,Python Fullstack Developer,11,Yes,Yes,MCA,177,28.59,51.54,Lack of skills,Bangalore
12/31/2024,Candidate_1493,Python Fullstack Developer,5,Yes,No,B.Tech,237,70.47,69.09,No experience,Bangalore
